,event_no,category,element,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,29,OBJECT,paintbrush,aintbrush,pintbrush,pantbrush,paitbrush,painbrush,paintrush,paintbush,paintbrsh,paintbruh,paintbrus,ppaintbrush,paaintbrush,paiintbrush,painntbrush,painttbrush,paintbbrush,paintbrrush,paintbruush,paintbrussh,paintbrushh,p aintbrush,pa intbrush,pai ntbrush,pain tbrush,paint brush,paintb rush,paintbr ush,paintbru sh,paintbrus h,apintbrush,piantbrush,panitbrush,paitnbrush,painbtrush,paintrbush,paintbursh,paintbrsuh,paintbruhs,poaintbrush,opaintbrush,plaintbrush,lpaintbrush,paqintbrush,pqaintbrush,pawintbrush,pwaintbrush,pasintbrush,psaintbrush,pazintbrush,pzaintbrush,paiuntbrush,pauintbrush,paijntbrush,pajintbrush,paikntbrush,pakintbrush,paiontbrush,paointbrush,painbtbrush,paibntbrush,painhtbrush,paihntbrush,painjtbrush,painmtbrush,paimntbrush,paintrbrush,painrtbrush,paintfbrush,painftbrush,paintgbrush,paingtbrush,paintybrush,painytbrush,paintbvrush,paintvbrush,paintbgrush,paintbhrush,painthbrush,paintbnrush,paintnbrush,paintbreush,paintberush,paintbrdush,paintbdrush,paintbrfush,paintbfrush,paintbrtush,paintbtrush,paintbruysh,paintbryush,paintbruhsh,paintbrhush,paintbrujsh,paintbrjush,paintbruish,paintbriush,paintbruswh,paintbruwsh,paintbrusah,paintbruash,paintbruszh,paintbruzsh,paintbrusxh,paintbruxsh,paintbrusdh,paintbrudsh,paintbruseh,paintbruesh,paintbrushg,paintbrusgh,paintbrushb,paintbrusbh,paintbrushn,paintbrusnh,paintbrushj,paintbrusjh,paintbrushu,paintbrusuh,paintbrushy,paintbrusyh,pain,paint,paintb,paintbr,paintbru,,paint b,paint br,paint bru,paint brus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,22,ANIMAL,panda,anda,pnda,pada,pana,pand,ppanda,paanda,pannda,pandda,pandaa,p anda,pa nda,pan da,pand a,apnda,pnada,padna,panad,poanda,opanda,planda,lpanda,paqnda,pqanda,pawnda,pwanda,pasnda,psanda,paznda,pzanda,panbda,pabnda,panhda,pahnda,panjda,pajnda,panmda,pamnda,pandea,paneda,pandsa,pansda,pandxa,panxda,pandca,pancda,pandfa,panfda,pandra,panrda,pandaq,pandqa,pandaw,pandwa,pandas,pandaz,pandza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,31,LOCATION,park,ark,prk,pak,par,ppark,paark,parrk,parkk,p ark,pa rk,par k,aprk,prak,pakr,poark,opark,plark,lpark,paqrk,pqark,pawrk,pwark,pasrk,psark,pazrk,pzark,parek,paerk,pardk,padrk,parfk,pafrk,partk,patrk,parkm,parmk,parkj,parjk,parki,parik,parko,parok,parkl,parlk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,47,ANIMAL,peacock,eacock,pacock,pecock,peaock,peacck,peacok,peacoc,ppeacock,peeacock,peaacock,peaccock,peacoock,peacocck,peacockk,p eacock,pe acock,pea cock,peac ock,peaco ck,peacoc k,epacock,paecock,pecaock,peaocck,peaccok,peacokc,poeacock,opeacock,pleacock,lpeacock,pewacock,pweacock,pesacock,pseacock,pedacock,pdeacock,peracock,preacock,peaqcock,peqacock,peawcock,peascock,peazcock,pezacock,peacxock,peaxcock,peacdock,peadcock,peacfock,peafcock,peacvock,peavcock,peacoick,peaciock,peacokck,peackock,peacolck,peaclock,peacopck,peacpock,peacocxk,peacoxck,peacocdk,peacodck,peacocfk,peacofck,peacocvk,peacovck,peacockm,peacocmk,peacockj,peacocjk,peacocki,peacocik,peacocko,peacocok,peacockl,peacoclk,peac,peaco,,pea c,pea co,pea coc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,45,OBJECT,pen,,,,ppen,peen,penn,p en,pe n,epn,pne,poen,open,plen,lpen,pewn,pwen,pesn,psen,pedn,pden,pern,pren,penb,pebn,penh,pehn,penj,pejn,penm,pemn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,41,ANIMAL,penguin,enguin,pnguin,peguin,penuin,pengin,pengun,pengui,ppenguin,peenguin,pennguin,pengguin,penguuin,penguiin,penguinn,p enguin,pe nguin,pen guin,peng uin,pengu in,pengui n,epnguin,pneguin,pegnuin,penugin,pengiun,penguni,poenguin,openguin,plenguin,lpenguin,pewnguin,pwenguin,pesnguin,psenguin,pednguin,pdenguin,pernguin,prenguin,penbguin,pebnguin,penhguin,pehnguin,penjguin,pejnguin,penmguin,pemnguin,pengfuin,penfguin,pengtuin,pentguin,pengyuin,penyguin,penghuin,pengbuin,pengvuin,penvguin,penguyin,penguhin,pengujin,pengjuin,pengiuin,penguiun,penguijn,penguikn,pengukin,penguion,penguoin,penguinb,penguibn,penguinh,penguihn,penguinj,penguinm,penguimn,peng,pengu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,54,LOCATION,pharmacy,harmacy,parmacy,phrmacy,phamacy,pharacy,pharmcy,pharmay,pharmac,ppharmacy,phharmacy,phaarmacy,pharrmacy,pharmmacy,pharmaacy,pharmaccy,pharmacyy,p harmacy,ph armacy,pha rmacy,phar macy,pharm acy,pharma cy,pharmac y,hparmacy,pahrmacy,phramacy,phamracy,pharamcy,pharmcay,pharmayc,poharmacy,opharmacy,plharmacy,lpharmacy,phgarmacy,pgharmacy,phbarmacy,pbharmacy,phnarmacy,pnharmacy,phjarmacy,pjharmacy,phuarmacy,puharmacy,phyarmacy,pyharmacy,phaqrmacy,phqarmacy,phawrmacy,phwarmacy,phasrmacy,phsarmacy,phazrmacy,phzarmacy,pharemacy,phaermacy,phardmacy,phadrmacy,pharfmacy,phafrmacy,phartmacy,phatrmacy,pharmnacy,pharnmacy,pharmjacy,pharjmacy,pharmkacy,pharkmacy,pharmaqcy,pharmqacy,pharmawcy,pharmwacy,pharmascy,pharmsacy,pharmazcy,pharmzacy,pharmacxy,pharmaxcy,pharmacdy,pharmadcy,pharmacfy,pharmafcy,pharmacvy,pharmavcy,pharmacyt,pharmacty,pharmacyg,pharmacgy,pharmacyh,pharmachy,pharmacyu,pharmacuy,phar,pharm,pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,37,OBJECT,phone,hone,pone,phne,phoe,phon,pphone,phhone,phoone,phonne,phonee,p hone,ph one,pho ne,phon e,hpone,pohne,phnoe,phoen,pohone,ophone,plhone,lphone,phgone,pghone,phbone,pbhone,phnone,pnhone,phjone,pjhone,phuone,puhone,phyone,pyhone,phoine,phione,phokne,phkone,pholne,phlone,phopne,phpone,phonbe,phobne,phonhe,phohne,phonje,phojne,phonme,phomne,phonew,phonwe,phones,phonse,phoned,phonde,phoner,phonre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,14,ANIMAL,pig,,,,ppig,piig,pigg,p ig,pi g,ipg,pgi,poig,opig,plig,lpig,piug,puig,pijg,pjig,pikg,pkig,piog,pigf,pifg,pigt,pitg,pigy,piyg,pigh,pihg,pigb,pibg,pigv,pivg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,27,ANIMAL,platypus,latypus,patypus,pltypus,playpus,platpus,platyus,platyps,platypu,pplatypus,pllatypus,plaatypus,plattypus,platyypus,platyppus,platypuus,platypuss,p latypus,pl atypus,pla typus,plat ypus,platy pus,platyp us,platypu s,lpatypus,paltypus,pltaypus,playtpus,platpyus,platyups,platypsu,polatypus,oplatypus,lplatypus,plkatypus,pklatypus,ploatypus,plpatypus,plaqtypus,plqatypus,plawtypus,plwatypus,plastypus,plsatypus,plaztypus,plzatypus,platrypus,plartypus,platfypus,plaftypus,platgypus,plagtypus,playtypus,platytpus,platygpus,platyhpus,plathypus,platyupus,platuypus,platypous,platyopus,platyplus,platylpus,platypuys,platypyus,platypuhs,platyphus,platypujs,platypjus,platypuis,platypius,platypusw,platypuws,platypusa,platypuas,platypusz,platypuzs,platypusx,platypuxs,platypusd,platypuds,platypuse,platypues,plat,platy,platyp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,4,LOCATION,post office,ost office,pst office,pot office,pos office,postoffice,post ffice,post ofice,post offce,post offie,post offic,ppost office,poost office,posst office,postt office,post  office,post ooffice,post offfice,post offiice,post officce,post officee,p ost office,po st office,pos t office,post o ffice,post of fice,post off ice,post offi ce,post offic e,opst office,psot office,pots office,pos toffice,posto ffice,post fofice,post ofifce,post offcie,post offiec,opost office,plost office,lpost office,poist office,piost office,pokst office,pkost office,polst office,popst office,poswt office,powst office,posat office,poast office,poszt office,pozst office,posxt office,poxst office,posdt office,podst office,poset office,poest office,postr office,posrt office,postf office,posft office,postg office,posgt office,posty office,posyt office,post oiffice,post ioffice,post okffice,post koffice,post olffice,post loffice,post opffice,post poffice,post ofdfice,post odffice,post ofrfice,post orffice,post oftfice,post otffice,post ofgfice,post ogffice,post ofvfice,post ovffice,post ofcfice,post ocffice,post offdice,post offrice,post offtice,post offgice,post offvice,post offcice,post offiuce,post offuice,post offijce,post offjice,post offikce,post offkice,post offioce,post offoice,post officxe,post offixce,post officde,post offidce,post officfe,post offifce,post officve,post offivce,post officew,post officwe,post offices,post officse,post officed,post officer,post officre,post,post o,post of,post off,post offi,,posto,postof,postoff,postoffi,postoffic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,42,ANIMAL,rabbit,abbit,rbbit,rabit,rabbt,rabbi,rrabbit,raabbit,rabbbit,rabbiit,rabbitt,r abbit,ra bbit,rab bit,rabb it,rabbi t,arbbit,rbabit,rabibt,rabbti,reabbit,erabbit,rdabbit,drabbit,rfabbit,frabbit,rtabbit,trabbit,raqbbit,rqabbit,rawbbit,rwabbit,rasbbit,rsabbit,razbbit,rzabbit,rabvbit,ravbbit,rabgbit,ragbbit,rabhbit,rahbbit,rabnbit,ranbbit,rabbvit,rabbgit,rabbhit,rabbnit,rabbiut,rabbuit,rabbijt,rabbjit,rabbikt,rabbkit,rabbiot,rabboit,rabbitr,rabbirt,rabbitf,rabbift,rabbitg,rabbigt,rabbity,rabbiyt,rabb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21,ANIMAL,raccoon,accoon,rccoon,racoon,raccon,raccoo,rraccoon,raaccoon,racccoon,raccooon,raccoonn,r accoon,ra ccoon,rac coon,racc oon,racco on,raccoo n,arccoon,rcacoon,racocon,raccono,reaccoon,eraccoon,rdaccoon,draccoon,rfaccoon,fraccoon,rtaccoon,traccoon,raqccoon,rqaccoon,rawccoon,rwaccoon,rasccoon,rsaccoon,razccoon,rzaccoon,racxcoon,raxccoon,racdcoon,radccoon,racfcoon,rafccoon,racvcoon,ravccoon,raccxoon,raccdoon,raccfoon,raccvoon,raccoion,raccioon,raccokon,racckoon,raccolon,raccloon,raccopon,raccpoon,raccooin,raccookn,raccooln,raccoopn,raccoonb,raccoobn,raccoonh,raccoohn,raccoonj,raccoojn,raccoonm,raccoomn,rac,racc,racco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,14,LOCATION,railway station,ailway station,rilway station,ralway station,raiway station,railay station,railwy station,railwa station,railwaystation,railway tation,railway sation,railway sttion,railway staion,railway staton,railway statin,railway statio,rrailway station,raailway station,raiilway station,raillway station,railwway station,railwaay station,railwayy station,railway  station,railway sstation,railway sttation,railway staation,railway stattion,railway statiion,railway statioon,railway stationn,r ailway station,ra ilway station,rai lway station,rail way station,railw ay station,railwa y station,railway s tation,railway st ation,railway sta tion,railway stat ion,railway stati on,railway statio n,arilway station,rialway station,raliway station,raiwlay station,railawy station,railwya station,railwa ystation,railways tation,railway tsation,railway sattion,railway sttaion,railway staiton,railway statoin,railway statino,reailway station,erailway station,rdailway station,drailway station,rfailway station,frailway station,rtailway station,trailway station,raqilway station,rqailway station,rawilway station,rwailway station,rasilway station,rsailway station,razilway station,rzailway station,raiulway station,rauilway station,raijlway station,rajilway station,raiklway station,rakilway station,raiolway station,raoilway station,railkway station,railoway station,railpway station,raiplway station,railwqay station,railqway station,railaway station,railwsay station,railsway station,railweay station,raileway station,railwaqy station,railwawy station,railwasy station,railwazy station,railwzay station,railwayt station,railwaty station,railwayg station,railwagy station,railwayh station,railwahy station,railwayu station,railwauy station,railway swtation,railway wstation,railway satation,railway astation,railway sztation,railway zstation,railway sxtation,railway xstation,railway sdtation,railway dstation,railway setation,railway estation,railway stration,railway srtation,railway stfation,railway sftation,railway stgation,railway sgtation,railway styation,railway sytation,railway staqtion,railway stqation,railway stawtion,railway stwation,railway stastion,railway stsation,railway staztion,railway stzation,railway statrion,railway startion,railway statfion,railway staftion,railway statgion,railway stagtion,railway statyion,railway staytion,railway statiuon,railway statuion,railway statijon,railway statjion,railway statikon,railway statkion,railway statoion,railway statioin,railway statiokn,railway statioln,railway statilon,railway statiopn,railway statipon,railway stationb,railway statiobn,railway stationh,railway statiohn,railway stationj,railway statiojn,railway stationm,railway statiomn,rail,railw,railwa,railway,railway s,railway st,railway sta,railway stat,railway stati,,railways,railwayst,railwaysta,railwaystat,railwaystati,railwaystatio
29,29,ANIMAL,reindeer,eindeer,rindeer,rendeer,reideer,reineer,reinder,reindee,rreindeer,reeindeer,reiindeer,reinndeer,reinddeer,reindeeer,reindeerr,r eindeer,re indeer,rei ndeer,rein deer,reind eer,reinde er,reindee r,erindeer,riendeer,renideer,reidneer,reineder,reindere,ereindeer,rdeindeer,dreindeer,rfeindeer,freindeer,rteindeer,treindeer,rewindeer,rweindeer,resindeer,rseindeer,redindeer,rerindeer,reiundeer,reuindeer,reijndeer,rejindeer,reikndeer,rekindeer,reiondeer,reoindeer,reinbdeer,reibndeer,reinhdeer,reihndeer,reinjdeer,reinmdeer,reimndeer,reinedeer,reindseer,reinsdeer,reindxeer,reinxdeer,reindceer,reincdeer,reindfeer,reinfdeer,reindreer,reinrdeer,reindewer,reindweer,reindeser,reindeder,reinderer,reindeewr,reindeesr,reindeedr,reindeere,reindeerd,reindeerf,reindeefr,reindeert,reindeetr,rein,reind,reinde,,rein d,rein de,rein dee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,29,LOCATION,restaurant,estaurant,rstaurant,retaurant,resaurant,resturant,restarant,restauant,restaurnt,restaurat,restauran,rrestaurant,reestaurant,resstaurant,resttaurant,restaaurant,restauurant,restaurrant,restauraant,restaurannt,restaurantt,r estaurant,re staurant,res taurant,rest aurant,resta urant,restau rant,restaur ant,restaura nt,restauran t,erstaurant,rsetaurant,retsaurant,resaturant,restuarant,restaruant,restauarnt,restaurnat,restauratn,erestaurant,rdestaurant,drestaurant,rfestaurant,frestaurant,rtestaurant,trestaurant,rewstaurant,rwestaurant,rsestaurant,redstaurant,rerstaurant,reswtaurant,resataurant,reastaurant,resztaurant,rezstaurant,resxtaurant,rexstaurant,resdtaurant,resetaurant,restraurant,resrtaurant,restfaurant,resftaurant,restgaurant,resgtaurant,restyaurant,resytaurant,restaqurant,restqaurant,restawurant,restwaurant,restasurant,restsaurant,restazurant,restzaurant,restauyrant,restayurant,restauhrant,restahurant,restaujrant,restajurant,restauirant,restaiurant,restaureant,restauerant,restaurdant,restaudrant,restaurfant,restaufrant,restaurtant,restautrant,restauraqnt,restaurqant,restaurawnt,restaurwant,restaurasnt,restaursant,restauraznt,restaurzant,restauranbt,restaurabnt,restauranht,restaurahnt,restauranjt,restaurajnt,restauranmt,restauramnt,restaurantr,restauranrt,restaurantf,restauranft,restaurantg,restaurangt,restauranty,restauranyt,rest,resta,restau,restaur,restaura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,15,OBJECT,ring,ing,rng,rig,rin,rring,riing,rinng,ringg,r ing,ri ng,rin g,irng,rnig,rign,reing,ering,rding,dring,rfing,fring,rting,tring,riung,ruing,rijng,rjing,rikng,rking,riong,roing,rinbg,ribng,rinhg,rihng,rinjg,rinmg,rimng,ringf,rinfg,ringt,rintg,ringy,rinyg,ringh,ringb,ringv,rinvg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,28,LOCATION,river,iver,rver,rier,rivr,rive,rriver,riiver,rivver,riveer,riverr,r iver,ri ver,riv er,rive r,irver,rvier,rievr,rivre,reiver,eriver,rdiver,driver,rfiver,friver,rtiver,triver,riuver,ruiver,rijver,rjiver,rikver,rkiver,riover,roiver,rivcer,ricver,rivfer,rifver,rivger,rigver,rivber,ribver,rivewr,rivwer,rivesr,rivser,rivedr,rivder,rivrer,rivere,riverd,riverf,rivefr,rivert,rivetr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,43,OBJECT,scissors,cissors,sissors,scssors,scisors,scissrs,scissos,scissor,sscissors,sccissors,sciissors,scisssors,scissoors,scissorrs,scissorss,s cissors,sc issors,sci ssors,scis sors,sciss ors,scisso rs,scissor s,csissors,sicssors,scsisors,scisosrs,scissros,scissosr,swcissors,wscissors,sacissors,ascissors,szcissors,zscissors,sxcissors,xscissors,sdcissors,dscissors,secissors,escissors,scxissors,scdissors,scfissors,sfcissors,scvissors,svcissors,sciussors,scuissors,scijssors,scjissors,scikssors,sckissors,sciossors,scoissors,sciswsors,sciwssors,scisasors,sciassors,sciszsors,scizssors,scisxsors,scixssors,scisdsors,scidssors,scisesors,sciessors,scisswors,scissaors,scisszors,scissxors,scissdors,scisseors,scissoirs,scissiors,scissokrs,scisskors,scissolrs,scisslors,scissoprs,scisspors,scissores,scissoers,scissords,scissodrs,scissorfs,scissofrs,scissorts,scissotrs,scissorsw,scissorws,scissorsa,scissoras,scissorsz,scissorzs,scissorsx,scissorxs,scissorsd,scissorse,scis,sciss,scisso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,49,OBJECT,screwdriver,crewdriver,srewdriver,scewdriver,scrwdriver,scredriver,screwriver,screwdiver,screwdrver,screwdrier,screwdrivr,screwdrive,sscrewdriver,sccrewdriver,scrrewdriver,screewdriver,screwwdriver,screwddriver,screwdrriver,screwdriiver,screwdrivver,screwdriveer,screwdriverr,s crewdriver,sc rewdriver,scr ewdriver,scre wdriver,screw driver,screwd river,screwdr iver,screwdri ver,screwdriv er,screwdrive r,csrewdriver,srcewdriver,scerwdriver,scrwedriver,scredwriver,screwrdiver,screwdirver,screwdrvier,screwdrievr,screwdrivre,swcrewdriver,wscrewdriver,sacrewdriver,ascrewdriver,szcrewdriver,zscrewdriver,sxcrewdriver,xscrewdriver,sdcrewdriver,dscrewdriver,secrewdriver,escrewdriver,scxrewdriver,scdrewdriver,scfrewdriver,sfcrewdriver,scvrewdriver,svcrewdriver,scerewdriver,scrdewdriver,scrfewdriver,scrtewdriver,sctrewdriver,scrwewdriver,screswdriver,scrsewdriver,scredwdriver,screrwdriver,screwqdriver,screqwdriver,screwadriver,screawdriver,screwsdriver,screwedriver,screwderiver,screwdsriver,screwdxriver,screwxdriver,screwdcriver,screwcdriver,screwdfriver,screwfdriver,screwrdriver,screwdreiver,screwdrdiver,screwdrfiver,screwdrtiver,screwdtriver,screwdriuver,screwdruiver,screwdrijver,screwdrjiver,screwdrikver,screwdrkiver,screwdriover,screwdroiver,screwdrivcer,screwdricver,screwdrivfer,screwdrifver,screwdrivger,screwdrigver,screwdrivber,screwdribver,screwdrivewr,screwdrivwer,screwdrivesr,screwdrivser,screwdrivedr,screwdrivder,screwdrivrer,screwdrivere,screwdriverd,screwdriverf,screwdrivefr,screwdrivert,screwdrivetr,scre,screw,screwd,screwdr,screwdri,screwdriv,,screw d,screw dr,screw dri,screw driv,screw drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,56,ANIMAL,shark,hark,sark,shrk,shak,shar,sshark,shhark,shaark,sharrk,sharkk,s hark,sh ark,sha rk,shar k,hsark,sahrk,shrak,shakr,swhark,wshark,sahark,ashark,szhark,zshark,sxhark,xshark,sdhark,dshark,sehark,eshark,shgark,sghark,shbark,sbhark,shnark,snhark,shjark,sjhark,shuark,suhark,shyark,syhark,shaqrk,shqark,shawrk,shwark,shasrk,shsark,shazrk,shzark,sharek,shaerk,shardk,shadrk,sharfk,shafrk,shartk,shatrk,sharkm,sharmk,sharkj,sharjk,sharki,sharik,sharko,sharok,sharkl,sharlk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,25,LOCATION,shed,hed,sed,shd,,sshed,shhed,sheed,shedd,s hed,sh ed,she d,hsed,sehd,shde,swhed,wshed,sahed,ashed,szhed,zshed,sxhed,xshed,sdhed,dshed,sehed,eshed,shged,sghed,shbed,sbhed,shned,snhed,shjed,sjhed,shued,suhed,shyed,syhed,shewd,shwed,shesd,shsed,shded,sherd,shred,shede,sheds,shedx,shexd,shedc,shecd,shedf,shefd,shedr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,ANIMAL,sheep,heep,seep,shep,shee,ssheep,shheep,sheeep,sheepp,s heep,sh eep,she ep,shee p,hseep,sehep,shepe,swheep,wsheep,saheep,asheep,szheep,zsheep,sxheep,xsheep,sdheep,dsheep,seheep,esheep,shgeep,sgheep,shbeep,sbheep,shneep,snheep,shjeep,sjheep,shueep,suheep,shyeep,syheep,shewep,shweep,shesep,shseep,shedep,shdeep,sherep,shreep,sheewp,sheesp,sheedp,sheerp,sheepo,sheeop,sheepl,sheelp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,40,OBJECT,shoe,hoe,soe,,sho,sshoe,shhoe,shooe,shoee,s hoe,sh oe,sho e,hsoe,sohe,sheo,swhoe,wshoe,sahoe,ashoe,szhoe,zshoe,sxhoe,xshoe,sdhoe,dshoe,sehoe,eshoe,shgoe,sghoe,shboe,sbhoe,shnoe,snhoe,shjoe,sjhoe,shuoe,suhoe,shyoe,syhoe,shoie,shioe,shoke,shkoe,shole,shloe,shope,shpoe,shoew,showe,shoes,shose,shoed,shode,shoer,shore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,3,OBJECT,skipping rope,kipping rope,sipping rope,skpping rope,skiping rope,skippng rope,skippig rope,skippin rope,skippingrope,skipping ope,skipping rpe,skipping roe,skipping rop,sskipping rope,skkipping rope,skiipping rope,skippping rope,skippiing rope,skippinng rope,skippingg rope,skipping  rope,skipping rrope,skipping roope,skipping roppe,skipping ropee,s kipping rope,sk ipping rope,ski pping rope,skip ping rope,skipp ing rope,skippi ng rope,skippin g rope,skipping r ope,skipping ro pe,skipping rop e,ksipping rope,sikpping rope,skpiping rope,skipipng rope,skippnig rope,skippign rope,skippin grope,skippingr ope,skipping orpe,skipping rpoe,skipping roep,swkipping rope,wskipping rope,sakipping rope,askipping rope,szkipping rope,zskipping rope,sxkipping rope,xskipping rope,sdkipping rope,dskipping rope,sekipping rope,eskipping rope,skmipping rope,smkipping rope,skjipping rope,sjkipping rope,sikipping rope,skoipping rope,sokipping rope,sklipping rope,slkipping rope,skiupping rope,skuipping rope,skijpping rope,skikpping rope,skiopping rope,skipoping rope,skiplping rope,skilpping rope,skippoing rope,skippling rope,skippiung rope,skippuing rope,skippijng rope,skippjing rope,skippikng rope,skippking rope,skippiong rope,skippinbg rope,skippibng rope,skippinhg rope,skippihng rope,skippinjg rope,skippinmg rope,skippimng rope,skippingf rope,skippinfg rope,skippingt rope,skippintg rope,skippingy rope,skippinyg rope,skippingh rope,skippingb rope,skippingv rope,skippinvg rope,skipping reope,skipping erope,skipping rdope,skipping drope,skipping rfope,skipping frope,skipping rtope,skipping trope,skipping roipe,skipping riope,skipping rokpe,skipping rkope,skipping rolpe,skipping rlope,skipping rpope,skipping ropoe,skipping rople,skipping ropew,skipping ropwe,skipping ropes,skipping ropse,skipping roped,skipping ropde,skipping roper,skipping ropre,skip,skipp,skippi,skippin,skipping,skipping r,skipping ro,,skippingr,skippingro,skippingrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
